SHA code,SHA name,PCT code,PCT name,Practice code,Practice name,Deaf and uses sign language - total responses,Yes,No,% Yes,% No
Q37,South East Coast SHA,5P5,Surrey ,H81021,THE MILL MEDICAL PRACTICE,108,0,108,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81022,CHIDDINGFOLD SURGERY,236,0,236,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81023,LINGFIELD SURGERY,369,1,368,*,100%
Q37,South East Coast SHA,5P5,Surrey ,H81024,GOLDSWORTH PARK HEALTH CENTRE,373,0,373,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81025,ST JOHN'S FAMILY PRACTICE,160,1,159,1%,99%
Q37,South East Coast SHA,5P5,Surrey ,H81026,BINSCOMBE MEDICAL CENTRE,293,0,293,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81027,THE FERNS MEDICAL PRACTICE,203,0,203,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81028,NEW HOUSE SURGERY,246,1,245,*,100%
Q37,South East Coast SHA,5P5,Surrey ,H81029,DAPDUNE HOUSE SURGERY,278,1,277,*,100%
Q37,South East Coast SHA,5P5,Surrey ,H81030,GREYSTONE HOUSE SURGERY,359,1,358,*,100%
Q37,South East Coast SHA,5P5,Surrey ,H81031,WITLEY SURGERY,204,0,204,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81032,HEATHCOT MEDICAL PRACTICE,364,0,364,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81033,ABBEY PRACTICE,138,0,138,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81034,CUMMIN & PARTNERS,192,0,192,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81035,MERROW PARK SURGERY,146,0,146,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81036,PARISHES BRIDGE MED.PRACT,401,0,401,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81037,BIRCHWOOD MEDICAL PRACTICE,174,0,174,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81038,LITTLETON SURGERY,92,0,92,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81039,PARK HOUSE SURGERY,188,0,188,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81040,STATION ROAD SURGERY,150,0,150,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81041,SOUTH VIEW SURGERY,355,1,354,*,100%
Q37,South East Coast SHA,5P5,Surrey ,H81042,CROUCH OAK FAMILY PRACTICE,331,0,331,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81043,WONERSH SURGERY,131,0,131,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81044,SPRINGFIELD SURGERY,100,0,100,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81045,CATERHAM VALLEY MED.PRACT,354,2,352,1%,99%
Q37,South East Coast SHA,5P5,Surrey ,H81046,WAYSIDE MEDICAL PRACTICE,177,2,175,1%,99%
Q37,South East Coast SHA,5P5,Surrey ,H81048,HOLMHURST MEDICAL CENTRE,150,0,150,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81050,WEY FAMILY PRACTICE,108,0,108,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81051,DERBY MEDICAL CENTRE,191,1,190,1%,99%
Q37,South East Coast SHA,5P5,Surrey ,H81052,CRANLEIGH MEDICAL PRACTICE,214,0,214,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81053,VILLAGES MEDICAL CTR,286,1,285,*,100%
Q37,South East Coast SHA,5P5,Surrey ,H81054,BRIDGE PRACTICE,248,0,248,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81055,HAWTHORNS,262,2,260,1%,99%
Q37,South East Coast SHA,5P5,Surrey ,H81056,OXTED HEALTH CENTRE,339,0,339,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81057,FORDBRIDGE MEDICAL CENTRE,318,0,318,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81058,WOODLANDS ROAD MEDICAL CENTRE,179,0,179,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81060,TOWNHILL MEDICAL PRACTICE,109,0,109,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81061,HILLVIEW MEDICAL CENTRE,372,0,372,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81062,HASLEMERE HEALTH CENTRE,275,0,275,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81064,FAIRLANDS PRACTICE,281,0,281,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81065,HERSHAM SURGERY,232,0,232,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81066,GROVE MEDICAL CENTRE,109,1,108,1%,99%
Q37,South East Coast SHA,5P5,Surrey ,H81067,COBHAM HEALTH CENTRE,349,0,349,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81068,TANNERS MEADOW  SURGERY,195,0,195,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81069,PARK ROAD SURGERY,125,0,125,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81070,HEATHCOTE MEDICAL CENTRE,327,0,327,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81071,ASHLEY CENTRE SURGERY,166,1,165,1%,99%
Q37,South East Coast SHA,5P5,Surrey ,H81072,MEDWYN SURGERY,242,1,241,*,100%
Q37,South East Coast SHA,5P5,Surrey ,H81073,CHURCH STREET PRACTICE,370,0,370,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81074,ST.STEPHENS HOUSE  SURGERY,169,0,169,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81075,UPPER GORDON ROAD SURGERY,239,0,239,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81076,GRAYSHOTT SURGERY,218,0,218,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81077,SHERE SURGERY/DISPENSARY,121,0,121,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81078,GLENLYN MEDICAL CENTRE,179,0,179,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81079,STAINES THAMESIDE MEDICAL,137,0,137,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81080,LONGCROFT CLINIC,197,0,197,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81081,TADWORTH MEDICAL CENTRE,269,0,269,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81082,CAMBERLEY HEALTH CENTRE,236,2,234,1%,99%
Q37,South East Coast SHA,5P5,Surrey ,H81083,MOAT HOUSE,257,2,255,1%,99%
Q37,South East Coast SHA,5P5,Surrey ,H81084,EAST HORSLEY MEDICAL CTR,278,0,278,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81085,ST.LUKE'S SURGERY,378,0,378,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81086,THORKHILL SURGERY,229,0,229,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81087,ST DAVID'S FAMILY PRACTICE,162,0,162,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81088,DOWNING STREET SURGERY,304,0,304,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81089,WALL HOUSE,293,2,291,1%,99%
Q37,South East Coast SHA,5P5,Surrey ,H81090,WOODBRIDGE HILL SURGERY,284,1,283,*,100%
Q37,South East Coast SHA,5P5,Surrey ,H81091,SPRING STREET SURGERY,178,0,178,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81093,GIBSON,146,0,146,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81094,ARNOLD & PARTNERS,176,1,175,1%,99%
Q37,South East Coast SHA,5P5,Surrey ,H81095,MEECHAN & NGUYEN,184,0,184,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81097,O'DONNELL & PARTNERS,250,0,250,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81099,ESHER GREEN SURGERY,244,0,244,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81100,STONELEIGH MEDICAL CENTRE,285,0,285,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81101,WHYTELEAFE SURGERY,135,0,135,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81103,EASTWICK PARK MED.PRACT.,273,1,272,*,100%
Q37,South East Coast SHA,5P5,Surrey ,H81104,STANWELL ROAD SURGERY,251,0,251,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81106,NORTH HOLMWOOD SURGERY,231,1,230,*,100%
Q37,South East Coast SHA,5P5,Surrey ,H81107,OXSHOTT MEDICAL PRACTICE,194,1,193,1%,99%
Q37,South East Coast SHA,5P5,Surrey ,H81109,CAPELFIELD SURGERY,100,0,100,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81110,HOLLY TREE SURGERY,106,3,103,3%,97%
Q37,South East Coast SHA,5P5,Surrey ,H81111,PACKERS,105,0,105,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81113,LEITH HILL PRACTICE,110,2,108,2%,98%
Q37,South East Coast SHA,5P5,Surrey ,H81116,ELIZABETH HOUSE MEDICAL PRACTICE,193,0,193,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81118,AURIOL MEDICAL PRACTICE,206,0,206,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81119,WARLINGHAM GREEN MED PRAC,147,0,147,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81122,HYTHE MEDICAL CENTRE SURGERY,161,0,161,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81123,SHEERWATER HEALTH CENTRE,324,0,324,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81125,GIGGS HILL SURGERY,276,0,276,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81126,TATTENHAM HEALTH CENTRE,243,0,243,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81128,VINE MEDICAL CENTRE,147,0,147,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81129,OLD VICARAGE,107,0,107,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81130,LIGHTWATER SURGERY,251,0,251,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81131,DR GE LEWIS,100,0,100,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81132,HURST FARM SURGERY,83,0,83,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81133,THE INTEGRATED CARE PARTNERSHIP,184,1,183,1%,99%
Q37,South East Coast SHA,5P5,Surrey ,H81134,STAINES HEALTH GROUP,207,1,206,*,100%
Q37,South East Coast SHA,5P5,Surrey ,H81611,RIVERBANK SURGERY,133,0,133,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81613,STONELEIGH SURGERY,220,0,220,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81615,FARNHAM DENE MEDICAL PRACTICE,246,0,246,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81618,MOLEBRIDGE PRACTICE,249,2,247,1%,99%
Q37,South East Coast SHA,5P5,Surrey ,H81620,HEATHERSIDE SURGERY,107,0,107,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81622,OLD DEAN SURGERY,253,1,252,*,100%
Q37,South East Coast SHA,5P5,Surrey ,H81627,COX LANE SURGERY,142,0,142,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81632,KANDELA,230,1,229,*,100%
Q37,South East Coast SHA,5P5,Surrey ,H81638,SMALLFIELD SURGERY,91,1,90,1%,99%
Q37,South East Coast SHA,5P5,Surrey ,H81641,COLLEGE ROAD SURGERY,205,2,203,1%,99%
Q37,South East Coast SHA,5P5,Surrey ,H81642,UPPER HALLIFORD MEDICAL CENTRE,149,1,148,1%,99%
Q37,South East Coast SHA,5P5,Surrey ,H81643,MAYBURY SURGERY,129,0,129,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81644,FOUNTAIN PRACTICE,325,1,324,*,100%
Q37,South East Coast SHA,5P5,Surrey ,H81647,NEW INN SURGERY,144,0,144,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81648,PEASLAKE SURGERY & DISP.,186,0,186,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81655,ST. NICOLAS SURGERY,139,0,139,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81656,SHADBOLT PARK HOUSE SURG,296,0,296,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81658,NEW OTTERSHAW SURGERY,116,0,116,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81662,CHALDON ROAD SURGERY,287,1,286,*,100%
Q37,South East Coast SHA,5P5,Surrey ,H81663,ASHLEY MEDICAL PRACTICE,348,0,348,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81664,POOL,391,1,390,*,100%
Q37,South East Coast SHA,5P5,Surrey ,H81667,SOUTH PARK SURGERY,274,1,273,*,100%
Q37,South East Coast SHA,5P5,Surrey ,H81672,LANTERN SURGERY,143,0,143,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,Y00368,EARLSWOOD MED PRACT,136,0,136,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,Y02688,ASHFORD HEALTH CENTRE,146,0,146,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82002,THE LYONS PRACTICE,144,0,144,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82003,MEADOWS SURGERY,252,0,252,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82004,COWFOLD SURGERY,116,0,116,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82005,CUCKFIELD MEDICAL CENTRE,339,0,339,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82006,THE PETWORTH SURGERY,127,0,127,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82007,WESTCOURT MEDICAL CENTRE,330,0,330,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82008,SHIP STREET SURGERY,204,0,204,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82009,ST.LAWRENCE SURGERY,105,0,105,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82010,JUDGES CLOSE SURGERY,209,0,209,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82011,STRAND MEDICAL GROUP,241,0,241,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82012,LEACROFT MEDICAL PRACTICE,303,1,302,*,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82013,LANGLEY HOUSE,81,0,81,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82014,COPPICE SURGERY,350,1,349,*,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82015,PHOENIX SURGERY,220,0,220,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82016,BERSTED GREEN SURGERY,197,0,197,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82017,PARK SURGERY,311,1,310,*,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82020,BOGNOR MEDICAL CENTRE,235,3,232,1%,99%
Q37,South East Coast SHA,5P6,West Sussex ,H82021,ARUNDEL SURGERY,251,0,251,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82022,STEYNING HEALTH CENTRE,235,0,235,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82023,ADUR MEDICAL GROUP,191,0,191,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82024,SEAL MEDICAL GROUP,339,0,339,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82025,WOODLANDS&CLERKLANDS PARTNERSHIP,97,0,97,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82026,SAXONBROOK MEDICAL CENTRE,428,1,427,*,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82027,RUDGWICK MEDICAL CENTRE,116,0,116,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82028,THE COURTYARD SURGERY,112,0,112,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82029,MANOR PRACTICE,120,0,120,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82030,PULBOROUGH MEDICAL GROUP,312,0,312,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82031,LOXWOOD SURGERY,113,0,113,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82032,RIVERBANK MEDICAL CENTRE,183,0,183,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82033,GOSSOPS GREEN MEDICAL CTR,393,2,391,1%,99%
Q37,South East Coast SHA,5P6,West Sussex ,H82034,LIME TREE SURGERY,206,1,205,*,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82035,LINDFIELD MEDICAL CENTRE,130,1,129,1%,99%
Q37,South East Coast SHA,5P6,West Sussex ,H82036,ORCHARD SURGERY,175,2,173,1%,99%
Q37,South East Coast SHA,5P6,West Sussex ,H82037,SELSEY MEDICAL PRACTICE,376,1,375,*,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82038,FLANSHAM PARK HEALTH CENTRE,115,1,114,1%,99%
Q37,South East Coast SHA,5P6,West Sussex ,H82039,PARK SURGERY,304,0,304,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82040,CRAWLEY DOWN HEALTH CENTRE,344,0,344,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82041,VICTORIA ROAD SURGERY,213,1,212,*,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82042,CATHEDRAL MEDICAL GROUP,354,0,354,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82043,GROVE HOUSE SURGERY,136,2,134,1%,99%
Q37,South East Coast SHA,5P6,West Sussex ,H82044,DOLPHINS PRACTICE,256,0,256,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82045,WORTHING MEDICAL GROUP,365,1,364,*,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82046,BROADWATER MEDICAL CENTRE,255,0,255,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82047,BRIDGE MEDICAL CENTRE,392,1,391,*,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82048,AVISFORD MEDICAL GROUP,120,0,120,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82049,PARKLANDS SURGERY,403,0,403,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82050,IFIELD MEDICAL PRACTICE,370,1,369,*,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82051,LAVANT ROAD SURGERY,303,0,303,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82052,POUND HILL MEDICAL GROUP,355,1,354,*,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82053,FURNACE GREEN SURGERY,373,0,373,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82055,BILLINGSHURST SURGERY,104,0,104,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82056,NEWTONS PRACTICE,201,1,200,*,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82057,MID SUSSEX HEALTH CARE,354,1,353,*,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82058,MAYWOOD HEALTH CARE CENTRE,334,1,333,*,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82059,WILLOW GREEN SURGERY,191,0,191,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82060,HENFIELD MEDICAL CENTRE,336,0,336,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82061,SELDEN MEDICAL CENTRE,103,0,103,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82063,MOATFIELD SURGERY,300,0,300,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82064,SOUTHGATE SURGERY,121,1,120,1%,99%
Q37,South East Coast SHA,5P6,West Sussex ,H82065,BALL TREE SURGERY,343,0,343,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82066,FITZALAN MEDICAL GROUP,290,1,289,*,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82067,TANGMERE MEDICAL CENTRE,104,1,103,1%,99%
Q37,South East Coast SHA,5P6,West Sussex ,H82068,MILL STREAM MEDICAL CENTRE,122,0,122,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82069,ARUN MEDICAL GROUP,240,0,240,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82070,GLEBE SURGERY,116,0,116,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82072,SILVERDALE PRACTICE,208,0,208,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82076,CORNERWAYS SURGERY,111,0,111,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82077,THE CROFT SURGERY,240,1,239,*,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82078,SOUTHBOURNE SURGERY,330,1,329,*,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82079,NORFOLK SQUARE SURGERY,172,1,171,1%,99%
Q37,South East Coast SHA,5P6,West Sussex ,H82083,NORTHBOURNE MEDICAL CENTRE,166,1,165,1%,99%
Q37,South East Coast SHA,5P6,West Sussex ,H82084,BROW MEDICAL CENTRE,224,0,224,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82086,HIGHDOWN SURGERY,153,0,153,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82087,BARN SURGERY,130,1,129,1%,99%
Q37,South East Coast SHA,5P6,West Sussex ,H82088,BEWBUSH MEDICAL CENTRE,183,0,183,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82089,RIVERSIDE SURGERY,199,0,199,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82091,NEW POND ROW SURGERY,180,1,179,1%,99%
Q37,South East Coast SHA,5P6,West Sussex ,H82092,VILLAGE SURGERY,140,0,140,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82094,KINGFISHER FAMILY PRACTICE,119,0,119,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82095,WITTERINGS HC,363,0,363,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82096,ORCHARD SURGERY,128,0,128,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82098,COACHMANS MEDICAL PRACTICE,351,0,351,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82099,WEST MEADS SURGERY,261,2,259,1%,99%
Q37,South East Coast SHA,5P6,West Sussex ,H82100,NORTHLANDS WOOD SURGERY,139,0,139,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82101,HEENE ROAD SURGERY,190,0,190,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82615,OUSE VALLEY PRACTICE,299,0,299,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82621,PARK VIEW HEALTH PARTNERSHIP,436,1,435,*,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82625,OLD SHOREHAM ROAD SURGERY,187,1,186,1%,99%
Q37,South East Coast SHA,5P6,West Sussex ,H82640,HOLBROOK SURGERY,127,0,127,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82641,THE LAWNS SURGERY,95,0,95,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,H82643,THE MAYFLOWER SURGERY,309,0,309,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,Y00351,LANGLEY CORNER SURGERY,324,0,324,0%,100%
Q37,South East Coast SHA,5P6,West Sussex ,Y02531,HEALTH4CRAWLEY,13,1,12,8%,92%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81002,GROVE ROAD SURGERY,241,0,241,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81003,THE LIGHTHOUSE MEDICAL PRACTICE,156,1,155,1%,99%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81004,DOWNLANDS MEDICAL CENTRE,153,0,153,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81007,NEWICK HEALTH CENTRE,265,0,265,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81008,STONE CROSS SURGERY,97,0,97,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81012,BRIDGESIDE SURGERY,191,0,191,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81016,QUAYSIDE MEDICAL PRACTICE,203,0,203,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81017,SEASIDE MEDICAL CENTRE,98,0,98,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81019,BEACON SURGERY,206,0,206,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81021,SCHOOL HILL MEDICAL PRACTICE,180,0,180,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81022,SOVEREIGN PRACTICE,96,0,96,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81024,ASHDOWN FOREST HEALTH CENTRE,132,0,132,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81027,BOLTON ROAD SURGERY,325,3,322,1%,99%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81029,SEAFORD MEDICAL PRACTICE,292,1,291,*,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81030,BELMONT SURGERY,229,0,229,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81032,GREEN STREET CLINIC,110,0,110,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81035,RIVER LODGE SURGERY,362,0,362,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81037,THE MEADS SURGERY,374,0,374,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81040,WOODHILL SURGERY,367,2,365,1%,99%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81043,ROTHERFIELD SURGERY,196,0,196,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81045,ST. ANDREWS SURGERY,161,0,161,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81049,MANOR PARK MEDICAL CENTRE,123,0,123,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81050,ARLINGTON ROAD SURGERY,108,0,108,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81053,ROWE AVENUE SURGERY,305,1,304,*,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81055,SAXONBURY HOUSE  SURGERY,419,1,418,*,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81056,ENYS ROAD SURGERY,204,0,204,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81059,SEAFORTH FARM SURGERY,202,0,202,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81060,VICARAGE FIELD SURGERY,145,0,145,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81061,CHAPEL STREET SURGERY,186,0,186,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81086,BIRD-IN-EYE SURGERY,207,3,204,1%,99%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81088,HEATHFIELD SURGERY,140,2,138,1%,99%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81097,MANOR OAK SURGERY,290,0,290,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81098,THE QUINTINS MEDICAL CENTRE,208,0,208,0%,100%
Q37,South East Coast SHA,5P7,East Sussex Downs and Weald ,G81099,OLD SCHOOL SURGERY,279,1,278,*,100%
